id,NAME_0,NAME_1,NAME_2,NAME_3
,Kenya,Baringo,805,Lembus
,Kenya,Baringo,Baringo Central,Ewalel/Chapchap
,Kenya,Baringo,Baringo Central,Kabarnet
,Kenya,Baringo,Baringo Central,Kapropita
,Kenya,Baringo,Baringo Central,Sacho
,Kenya,Baringo,Baringo Central,Tenges
,Kenya,Baringo,Baringo North,Bartabwa
,Kenya,Baringo,Baringo North,Barwessa
,Kenya,Baringo,Baringo North,Kabartonjo
,Kenya,Baringo,Baringo North,Saimo/Kipsaraman
,Kenya,Baringo,Baringo North,Saimo/Soi
,Kenya,Baringo,Baringo South,Ilchamus
,Kenya,Baringo,Baringo South,Marigat
,Kenya,Baringo,Baringo South,Mochongoi
,Kenya,Baringo,Baringo South,Mukutani
,Kenya,Baringo,Eldama Ravine,Koibatek
,Kenya,Baringo,Eldama Ravine,Lembus Kwen
,Kenya,Baringo,Eldama Ravine,Lembus/Perkerra
,Kenya,Baringo,Eldama Ravine,Mumberes/Maji Mazuri
,Kenya,Baringo,Eldama Ravine,Ravine
,Kenya,Baringo,Mogotio,Emining
,Kenya,Baringo,Mogotio,Kisanana
,Kenya,Baringo,Mogotio,Mogotio
,Kenya,Baringo,Tiaty,Churo/Amaya
,Kenya,Baringo,Tiaty,Kolowa
,Kenya,Baringo,Tiaty,Loiyamorock
,Kenya,Baringo,Tiaty,Ribkwo
,Kenya,Baringo,Tiaty,Silale
,Kenya,Baringo,Tiaty,Tangulbei/Korossi
,Kenya,Baringo,Tiaty,Tirioko
,Kenya,Bomet,Bomet Central,Chesoen
,Kenya,Bomet,Bomet Central,Mutarakwa
,Kenya,Bomet,Bomet Central,Ndaraweta
,Kenya,Bomet,Bomet Central,Silibwet Township
,Kenya,Bomet,Bomet Central,Singorwet
,Kenya,Bomet,Bomet East,Chemaner
,Kenya,Bomet,Bomet East,Kembu
,Kenya,Bomet,Bomet East,Kipreres
,Kenya,Bomet,Bomet East,Longisa
,Kenya,Bomet,Bomet East,Merigi
,Kenya,Bomet,Chepalungu,Chebunyo
,Kenya,Bomet,Chepalungu,Kong'Asis
,Kenya,Bomet,Chepalungu,Nyangores
,Kenya,Bomet,Chepalungu,Sigor
,Kenya,Bomet,Chepalungu,Siongiroi
,Kenya,Bomet,Konoin,Boito
,Kenya,Bomet,Konoin,Chepchabas
,Kenya,Bomet,Konoin,Embomos
,Kenya,Bomet,Konoin,Kimulot
,Kenya,Bomet,Konoin,Mogogosiek
,Kenya,Bomet,Sotik,Chemagel
,Kenya,Bomet,Sotik,Kapletundo
,Kenya,Bomet,Sotik,Kipsonoi
,Kenya,Bomet,Sotik,Ndanai/Abosi
,Kenya,Bomet,Sotik,Rongena/Manaret
,Kenya,Bungoma,Bumula,Bumula
,Kenya,Bungoma,Bumula,Kabula
,Kenya,Bungoma,Bumula,Khasoko
,Kenya,Bungoma,Bumula,Kimaeti
,Kenya,Bungoma,Bumula,Siboti
,Kenya,Bungoma,Bumula,South Bukusu
,Kenya,Bungoma,Bumula,West Bukusu
,Kenya,Bungoma,Kabuchai,Bwake/Luuya
,Kenya,Bungoma,Kabuchai,Kabuchai/Chwele
,Kenya,Bungoma,Kabuchai,Mukuyuni
,Kenya,Bungoma,Kabuchai,West Nalondo
,Kenya,Bungoma,Kanduyi,Bukembe East
,Kenya,Bungoma,Kanduyi,Bukembe West
,Kenya,Bungoma,Kanduyi,East Sang'Alo
,Kenya,Bungoma,Kanduyi,Khalaba
,Kenya,Bungoma,Kanduyi,Marakaru/Tuuti
,Kenya,Bungoma,Kanduyi,Musikoma
,Kenya,Bungoma,Kanduyi,Township
,Kenya,Bungoma,Kanduyi,West Sang'Alo
,Kenya,Bungoma,Kimilili,Kamukuywa
,Kenya,Bungoma,Kimilili,Kibingei
,Kenya,Bungoma,Kimilili,Kimilili
,Kenya,Bungoma,Kimilili,Maeni
,Kenya,Bungoma,Likuyani,Kongoni
,Kenya,Bungoma,Likuyani,Likuyani
,Kenya,Bungoma,Likuyani,Nzoia
,Kenya,Bungoma,Likuyani,Sango
,Kenya,Bungoma,Likuyani,Sinoko
,Kenya,Bungoma,Lugari,Chekalini
,Kenya,Bungoma,Lugari,Lugari
,Kenya,Bungoma,Lugari,Lumakanda
,Kenya,Bungoma,Lugari,Mautuma
,Kenya,Bungoma,Mt. Elgon,Cheptais
,Kenya,Bungoma,Mt. Elgon,Chepyuk
,Kenya,Bungoma,Mt. Elgon,Chesikaki
,Kenya,Bungoma,Mt. Elgon,Elgon
,Kenya,Bungoma,Mt. Elgon,Kapkateny
,Kenya,Bungoma,Mt. Elgon,Kaptama
,Kenya,Bungoma,Sirisia,Lwandanyi
,Kenya,Bungoma,Sirisia,Malakisi/South Kulisiru
,Kenya,Bungoma,Sirisia,Namwela
,Kenya,Bungoma,Tongaren,Mbakalo
,Kenya,Bungoma,Tongaren,Milima
,Kenya,Bungoma,Tongaren,Naitiri/Kabuyefwe
,Kenya,Bungoma,Tongaren,Ndalu/ Tabani
,Kenya,Bungoma,Tongaren,Soysambu/ Mitua
,Kenya,Bungoma,Tongaren,Tongaren
,Kenya,Bungoma,Webute West,Bokoli
,Kenya,Bungoma,Webute West,Matulo
,Kenya,Bungoma,Webute West,Misikhu
,Kenya,Bungoma,Webute West,Sitikho
,Kenya,Bungoma,Webuye East,Maraka
,Kenya,Bungoma,Webuye East,Mihuu
,Kenya,Bungoma,Webuye East,Ndivisi
,Kenya,Busia,Budalangi,Bunyala Central
,Kenya,Busia,Budalangi,Bunyala North
,Kenya,Busia,Budalangi,Bunyala South
,Kenya,Busia,Budalangi,Bunyala West
,Kenya,Busia,Butula,Elugulu
,Kenya,Busia,Butula,Kingandole
,Kenya,Busia,Butula,Marachi Central
,Kenya,Busia,Butula,Marachi East
,Kenya,Busia,Butula,Marachi North
,Kenya,Busia,Butula,Marachi West
,Kenya,Busia,Funyula,Ageng'A Nanguba
,Kenya,Busia,Funyula,Bwiri
,Kenya,Busia,Funyula,Namboboto Nambuku
,Kenya,Busia,Funyula,Nangina
,Kenya,Busia,Matayos,Bukhayo West
,Kenya,Busia,Matayos,Burumba
,Kenya,Busia,Matayos,Busibwabo
,Kenya,Busia,Matayos,Matayos South
,Kenya,Busia,Matayos,Mayenje
,Kenya,Busia,Nambale,Bukhayo Central
,Kenya,Busia,Nambale,Bukhayo East
,Kenya,Busia,Nambale,Bukhayo North/Waltsi
,Kenya,Busia,Nambale,Nambale Township
,Kenya,Busia,Teso North,Ang'Urai East
,Kenya,Busia,Teso North,Ang'Urai North
,Kenya,Busia,Teso North,Ang'Urai South
,Kenya,Busia,Teso North,Malaba Central
,Kenya,Busia,Teso North,Malaba North
,Kenya,Busia,Teso North,Malaba South
,Kenya,Busia,Teso South,Amukura Central
,Kenya,Busia,Teso South,Amukura East
,Kenya,Busia,Teso South,Amukura West
,Kenya,Busia,Teso South,Ang'Orom
,Kenya,Busia,Teso South,Chakol North
,Kenya,Busia,Teso South,Chakol South
,Kenya,Elgeyo-Marakwet,Keiyo North,Emsoo
,Kenya,Elgeyo-Marakwet,Keiyo North,Kamariny
,Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa
,Kenya,Elgeyo-Marakwet,Keiyo North,Tambach
,Kenya,Elgeyo-Marakwet,Keiyo South,Chepkorio
,Kenya,Elgeyo-Marakwet,Keiyo South,Kabiemit
,Kenya,Elgeyo-Marakwet,Keiyo South,Kaptarakwa
,Kenya,Elgeyo-Marakwet,Keiyo South,Metkei
,Kenya,Elgeyo-Marakwet,Keiyo South,Soy North
,Kenya,Elgeyo-Marakwet,Keiyo South,Soy South
,Kenya,Elgeyo-Marakwet,Marakwet East,Endo
,Kenya,Elgeyo-Marakwet,Marakwet East,Kapyego
,Kenya,Elgeyo-Marakwet,Marakwet East,Sambirir
,Kenya,Elgeyo-Marakwet,Marakwet West,Arror
,Kenya,Elgeyo-Marakwet,Marakwet West,Cherang'Any/Chebororwa
,Kenya,Elgeyo-Marakwet,Marakwet West,Kapsowar
,Kenya,Elgeyo-Marakwet,Marakwet West,Moiben/Kuserwo
,Kenya,Elgeyo-Marakwet,Marakwet West,Sengwer
,Kenya,Embu,Manyatta,Gaturi North
,Kenya,Embu,Manyatta,Gaturi South
,Kenya,Embu,Manyatta,Kirimari
,Kenya,Embu,Manyatta,Kithimu
,Kenya,Embu,Manyatta,Mbeti North
,Kenya,Embu,Manyatta,Nginda
,Kenya,Embu,Manyatta,Ruguru/Ngandori
,Kenya,Embu,Mbeere North,Evurore
,Kenya,Embu,Mbeere North,Muminji
,Kenya,Embu,Mbeere North,Nthawa
,Kenya,Embu,Mbeere South,Kiambere
,Kenya,Embu,Mbeere South,Makima
,Kenya,Embu,Mbeere South,Mavuria
,Kenya,Embu,Mbeere South,Mbeti South
,Kenya,Embu,Mbeere South,Mwea
,Kenya,Embu,Runyenjes,Central  Ward
,Kenya,Embu,Runyenjes,Kagaari North
,Kenya,Embu,Runyenjes,Kagaari South
,Kenya,Embu,Runyenjes,Kyeni North
,Kenya,Embu,Runyenjes,Kyeni South
,Kenya,Garissa,Balambala,Balambala
,Kenya,Garissa,Balambala,Danyere
,Kenya,Garissa,Balambala,Jara Jara
,Kenya,Garissa,Balambala,Saka
,Kenya,Garissa,Balambala,Sankuri
,Kenya,Garissa,Daadab,Abakaile
,Kenya,Garissa,Daadab,Dadaab
,Kenya,Garissa,Daadab,Damajale
,Kenya,Garissa,Daadab,Dertu
,Kenya,Garissa,Daadab,Labasigale
,Kenya,Garissa,Daadab,Liboi
,Kenya,Garissa,Fafi,Bura
,Kenya,Garissa,Fafi,Dekaharia
,Kenya,Garissa,Fafi,Fafi
,Kenya,Garissa,Fafi,Jarajila
,Kenya,Garissa,Fafi,Nanighi
,Kenya,Garissa,Garissa Township,Galbet
,Kenya,Garissa,Garissa Township,Iftin
,Kenya,Garissa,Garissa Township,Township
,Kenya,Garissa,Garissa Township,Waberi
,Kenya,Garissa,Ijara,Hulugho
,Kenya,Garissa,Ijara,Ijara
,Kenya,Garissa,Ijara,Masalani
,Kenya,Garissa,Ijara,Sangailu
,Kenya,Garissa,Lagdera,Baraki
,Kenya,Garissa,Lagdera,Benane
,Kenya,Garissa,Lagdera,Goreale
,Kenya,Garissa,Lagdera,Maalimin
,Kenya,Garissa,Lagdera,Modogashe
,Kenya,Garissa,Lagdera,Sabena
,Kenya,Homa Bay,Homa Bay Town,Homa Bay Arujo
,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central
,Kenya,Homa Bay,Homa Bay Town,Homa Bay East
,Kenya,Homa Bay,Homa Bay Town,Homa Bay West
,Kenya,Homa Bay,Kabondo Kasipul,Kabondo East
,Kenya,Homa Bay,Kabondo Kasipul,Kabondo West
,Kenya,Homa Bay,Kabondo Kasipul,Kojwach
,Kenya,Homa Bay,Kabondo Kasipul,Kokwanyo/Kakelo
,Kenya,Homa Bay,Karachuonyo,Central
,Kenya,Homa Bay,Karachuonyo,Kanyaluo
,Kenya,Homa Bay,Karachuonyo,Kendu Bay Town
,Kenya,Homa Bay,Karachuonyo,Kibiri
,Kenya,Homa Bay,Karachuonyo,North Karachuonyo
,Kenya,Homa Bay,Karachuonyo,Wangchieng
,Kenya,Homa Bay,Karachuonyo,West Karachuonyo
,Kenya,Homa Bay,Kasipul,Central Kasipul
,Kenya,Homa Bay,Kasipul,East Kamagak
,Kenya,Homa Bay,Kasipul,South Kasipul
,Kenya,Homa Bay,Kasipul,West Kamagak
,Kenya,Homa Bay,Kasipul,West Kasipul
,Kenya,Homa Bay,Mbita,Gembe
,Kenya,Homa Bay,Mbita,Kasgunga
,Kenya,Homa Bay,Mbita,Lambwe
,Kenya,Homa Bay,Mbita,Mfangano Island
,Kenya,Homa Bay,Mbita,Rusinga Island
,Kenya,Homa Bay,Ndhiwa,Kabuoch North
,Kenya,Homa Bay,Ndhiwa,Kabuoch South/Pala
,Kenya,Homa Bay,Ndhiwa,Kanyadoto
,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kologi
,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe
,Kenya,Homa Bay,Ndhiwa,Kanyikela
,Kenya,Homa Bay,Ndhiwa,Kwabwai
,Kenya,Homa Bay,Rangwe,East Gem
,Kenya,Homa Bay,Rangwe,Kagan
,Kenya,Homa Bay,Rangwe,Kochia
,Kenya,Homa Bay,Rangwe,West Gem
,Kenya,Homa Bay,Suba,Gwassi North
,Kenya,Homa Bay,Suba,Gwassi South
,Kenya,Homa Bay,Suba,Kaksingri West
,Kenya,Homa Bay,Suba,Ruma-Kaksingri
,Kenya,Homa Bay,unknown 6,unknown 6
,Kenya,Isiolo,Isiolo North,Bulla Pesa
,Kenya,Isiolo,Isiolo North,Burat
,Kenya,Isiolo,Isiolo North,Chari
,Kenya,Isiolo,Isiolo North,Cherab
,Kenya,Isiolo,Isiolo North,Ngare Mara
,Kenya,Isiolo,Isiolo North,Oldo/Nyiro
,Kenya,Isiolo,Isiolo North,Wabera
,Kenya,Isiolo,Isiolo South,Garbatulla
,Kenya,Isiolo,Isiolo South,Kinna
,Kenya,Isiolo,Isiolo South,Sericho
,Kenya,Kajiado,Kajiado Central,Dalalekutuk
,Kenya,Kajiado,Kajiado Central,Ildamat
,Kenya,Kajiado,Kajiado Central,Matapato North
,Kenya,Kajiado,Kajiado Central,Matapato South
,Kenya,Kajiado,Kajiado Central,Purko
,Kenya,Kajiado,Kajiado East,Imaroro
,Kenya,Kajiado,Kajiado East,Kaputiei North
,Kenya,Kajiado,Kajiado East,Kenyawa-Poka
,Kenya,Kajiado,Kajiado East,Kitengela
,Kenya,Kajiado,Kajiado East,Oloosirkon/Sholinke
,Kenya,Kajiado,Kajiado North,Ngong
,Kenya,Kajiado,Kajiado North,Nkaimurunya
,Kenya,Kajiado,Kajiado North,Olkeri
,Kenya,Kajiado,Kajiado North,Oloolua
,Kenya,Kajiado,Kajiado North,Ongata Rongai
,Kenya,Kajiado,Kajiado South,Entonet/Lenkisim
,Kenya,Kajiado,Kajiado South,Kimana
,Kenya,Kajiado,Kajiado South,Kuku
,Kenya,Kajiado,Kajiado South,Mbirikani/Eselenkei
,Kenya,Kajiado,Kajiado South,Rombo
,Kenya,Kajiado,Kajiado West,Ewuaso Oonkidong'I
,Kenya,Kajiado,Kajiado West,Iloodokilani
,Kenya,Kajiado,Kajiado West,Keekonyokie
,Kenya,Kajiado,Kajiado West,Magadi
,Kenya,Kajiado,Kajiado West,Mosiro
,Kenya,Kakamega,Butere,Marama Central
,Kenya,Kakamega,Butere,Marama North
,Kenya,Kakamega,Butere,Marama South
,Kenya,Kakamega,Butere,Marama West
,Kenya,Kakamega,Butere,Marenyo - Shianda
,Kenya,Kakamega,Ikolomani,Idakho Central
,Kenya,Kakamega,Ikolomani,Idakho East
,Kenya,Kakamega,Ikolomani,Idakho North
,Kenya,Kakamega,Ikolomani,Idakho South
,Kenya,Kakamega,Khwisero,Kisa Central
,Kenya,Kakamega,Khwisero,Kisa East
,Kenya,Kakamega,Khwisero,Kisa North
,Kenya,Kakamega,Khwisero,Kisa West
,Kenya,Kakamega,Lugari,Chevaywa
,Kenya,Kakamega,Lugari,Lwandeti
,Kenya,Kakamega,Lurambi,Butsotso Central
,Kenya,Kakamega,Lurambi,Butsotso East
,Kenya,Kakamega,Lurambi,Butsotso South
,Kenya,Kakamega,Lurambi,Mahiakalo
,Kenya,Kakamega,Lurambi,Sheywe
,Kenya,Kakamega,Lurambi,Shirere
,Kenya,Kakamega,Malava,Butali/Chegulo
,Kenya,Kakamega,Malava,Chemuche
,Kenya,Kakamega,Malava,East Kabras
,Kenya,Kakamega,Malava,Manda-Shivanga
,Kenya,Kakamega,Malava,Shirugu-Mugai
,Kenya,Kakamega,Malava,South Kabras
,Kenya,Kakamega,Malava,West Kabras
,Kenya,Kakamega,Matungu,Khalaba
,Kenya,Kakamega,Matungu,Kholera
,Kenya,Kakamega,Matungu,Koyonzo
,Kenya,Kakamega,Matungu,Mayoni
,Kenya,Kakamega,Matungu,Namamali
,Kenya,Kakamega,Mumias East,East Wanga
,Kenya,Kakamega,Mumias East,Lusheya/Lubinu
,Kenya,Kakamega,Mumias East,Malaha/Isongo/Makunga
,Kenya,Kakamega,Mumias West,Etenje
,Kenya,Kakamega,Mumias West,Mumias Central
,Kenya,Kakamega,Mumias West,Mumias North
,Kenya,Kakamega,Mumias West,Musanda
,Kenya,Kakamega,Navakholo,Bunyala Central
,Kenya,Kakamega,Navakholo,Bunyala East
,Kenya,Kakamega,Navakholo,Bunyala West
,Kenya,Kakamega,Navakholo,Ingostse-Mathia
,Kenya,Kakamega,Navakholo,Shinoyi-Shikomari-Esumeyia
,Kenya,Kakamega,Shinyalu,Isukha Central
,Kenya,Kakamega,Shinyalu,Isukha East
,Kenya,Kakamega,Shinyalu,Isukha North
,Kenya,Kakamega,Shinyalu,Isukha South
,Kenya,Kakamega,Shinyalu,Isukha West
,Kenya,Kakamega,Shinyalu,Murhanda
,Kenya,Kericho,Ainamoi,Ainamoi
,Kenya,Kericho,Ainamoi,Kapkugerwet
,Kenya,Kericho,Ainamoi,Kapsaos
,Kenya,Kericho,Ainamoi,Kapsoit
,Kenya,Kericho,Ainamoi,Kipchebor
,Kenya,Kericho,Ainamoi,Kipchimchim
,Kenya,Kericho,Belgut,Chaik
,Kenya,Kericho,Belgut,Cheptororiet/Seretut
,Kenya,Kericho,Belgut,Kabianga
,Kenya,Kericho,Belgut,Kapsuser
,Kenya,Kericho,Belgut,Waldai
,Kenya,Kericho,Bureti,Cheboin
,Kenya,Kericho,Bureti,Chemosot
,Kenya,Kericho,Bureti,Cheplanget
,Kenya,Kericho,Bureti,Kapkatet
,Kenya,Kericho,Bureti,Kisiara
,Kenya,Kericho,Bureti,Litein
,Kenya,Kericho,Bureti,Tebesonik
,Kenya,Kericho,Kipkelion East,Chepseon
,Kenya,Kericho,Kipkelion East,Kedowa/Kimugul
,Kenya,Kericho,Kipkelion East,Londiani
,Kenya,Kericho,Kipkelion East,Tendeno/Sorget
,Kenya,Kericho,Kipkelion West,Chilchila
,Kenya,Kericho,Kipkelion West,Kamasian
,Kenya,Kericho,Kipkelion West,Kipkelion
,Kenya,Kericho,Kipkelion West,Kunyak
,Kenya,Kericho,Sigowet/Soin,Kaplelartet
,Kenya,Kericho,Sigowet/Soin,Sigowet
,Kenya,Kericho,Sigowet/Soin,Soin
,Kenya,Kericho,Sigowet/Soin,Soliat
,Kenya,Kiambu,Gatundu North,Chania
,Kenya,Kiambu,Gatundu North,Githobokoni
,Kenya,Kiambu,Gatundu North,Gituamba
,Kenya,Kiambu,Gatundu North,Mang'U
,Kenya,Kiambu,Gatundu South,Kiamwangi
,Kenya,Kiambu,Gatundu South,Kiganjo
,Kenya,Kiambu,Gatundu South,Ndarugu
,Kenya,Kiambu,Gatundu South,Ngenda
,Kenya,Kiambu,Githunguri,Githiga
,Kenya,Kiambu,Githunguri,Githunguri
,Kenya,Kiambu,Githunguri,Ikinu
,Kenya,Kiambu,Githunguri,Komothai
,Kenya,Kiambu,Githunguri,Ngewa
,Kenya,Kiambu,Juja,Juja
,Kenya,Kiambu,Juja,Kalimoni
,Kenya,Kiambu,Juja,Murera
,Kenya,Kiambu,Juja,Theta
,Kenya,Kiambu,Juja,Witeithie
,Kenya,Kiambu,Kabete,Gitaru
,Kenya,Kiambu,Kabete,Kabete
,Kenya,Kiambu,Kabete,Muguga
,Kenya,Kiambu,Kabete,Nyadhuna
,Kenya,Kiambu,Kabete,Uthiru
,Kenya,Kiambu,Kiambaa,Cianda
,Kenya,Kiambu,Kiambaa,Karuri
,Kenya,Kiambu,Kiambaa,Kihara
,Kenya,Kiambu,Kiambaa,Muchatha
,Kenya,Kiambu,Kiambaa,Ndenderu
,Kenya,Kiambu,Kiambu,Ndumberi
,Kenya,Kiambu,Kiambu,Riabai
,Kenya,Kiambu,Kiambu,Ting'Ang'A
,Kenya,Kiambu,Kiambu,Township
,Kenya,Kiambu,Kikuyu,Karai
,Kenya,Kiambu,Kikuyu,Kikuyu
,Kenya,Kiambu,Kikuyu,Kinoo
,Kenya,Kiambu,Kikuyu,Nachu
,Kenya,Kiambu,Kikuyu,Sigona
,Kenya,Kiambu,Lari,Kamburu
,Kenya,Kiambu,Lari,Kijabe
,Kenya,Kiambu,Lari,Kinale
,Kenya,Kiambu,Lari,Lari/Kirenga
,Kenya,Kiambu,Lari,Nyanduma
,Kenya,Kiambu,Limuru,Bibirioni
,Kenya,Kiambu,Limuru,Limuru Central
,Kenya,Kiambu,Limuru,Limuru East
,Kenya,Kiambu,Limuru,Ndeiya
,Kenya,Kiambu,Limuru,Ngecha Tigoni
,Kenya,Kiambu,Ruiru,Biashara
,Kenya,Kiambu,Ruiru,Gitothua
,Kenya,Kiambu,Ruiru,Kiuu
,Kenya,Kiambu,Thika Town,Gatuanyaga
,Kenya,Kiambu,Thika Town,Hospital
,Kenya,Kiambu,Thika Town,Kamenu
,Kenya,Kiambu,Thika Town,Ngoliba
,Kenya,Kiambu,Thika Town,Township
,Kenya,Kilifi,Ganze,Bamba
,Kenya,Kilifi,Ganze,Ganze
,Kenya,Kilifi,Ganze,Jaribuni
,Kenya,Kilifi,Ganze,Sokoke
,Kenya,Kilifi,Kaloleni,Kaloleni
,Kenya,Kilifi,Kaloleni,Kayafungo
,Kenya,Kilifi,Kaloleni,Mariakani
,Kenya,Kilifi,Kaloleni,Mwanamwinga
,Kenya,Kilifi,Kilifi North,Dabaso
,Kenya,Kilifi,Kilifi North,Kibarani
,Kenya,Kilifi,Kilifi North,Matsangoni
,Kenya,Kilifi,Kilifi North,Mnarani
,Kenya,Kilifi,Kilifi North,Sokoni
,Kenya,Kilifi,Kilifi North,Tezo
,Kenya,Kilifi,Kilifi North,Watamu
,Kenya,Kilifi,Kilifi South,Chasimba
,Kenya,Kilifi,Kilifi South,Junju
,Kenya,Kilifi,Kilifi South,Mtepeni
,Kenya,Kilifi,Kilifi South,Mwarakaya
,Kenya,Kilifi,Kilifi South,Shimo La Tewa
,Kenya,Kilifi,Magarini,Adu
,Kenya,Kilifi,Magarini,Garashi
,Kenya,Kilifi,Magarini,Gongoni
,Kenya,Kilifi,Magarini,Magarini
,Kenya,Kilifi,Magarini,Marafa
,Kenya,Kilifi,Malindi,Ganda
,Kenya,Kilifi,Malindi,Jilore
,Kenya,Kilifi,Malindi,Kakuyuni
,Kenya,Kilifi,Malindi,Malindi Town
,Kenya,Kilifi,Malindi,Sabaki
,Kenya,Kilifi,Malindi,Shella
,Kenya,Kilifi,Rabai,Kambe/Ribe
,Kenya,Kilifi,Rabai,Mwawesa
,Kenya,Kilifi,Rabai,Rabai/Kisurutini
,Kenya,Kilifi,Rabai,Ruruma
,Kenya,Kirinyaga,Gichugu,Baragwi
,Kenya,Kirinyaga,Gichugu,Kabare
,Kenya,Kirinyaga,Gichugu,Karumandi
,Kenya,Kirinyaga,Gichugu,Ngariama
,Kenya,Kirinyaga,Gichugu,Njukiini
,Kenya,Kirinyaga,Kirinyaga Central,Inoi
,Kenya,Kirinyaga,Kirinyaga Central,Kanyekini
,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya
,Kenya,Kirinyaga,Kirinyaga Central,Mutira
,Kenya,Kirinyaga,Mwea,Gathigiriri
,Kenya,Kirinyaga,Mwea,Kangai
,Kenya,Kirinyaga,Mwea,Murinduko
,Kenya,Kirinyaga,Mwea,Mutithi
,Kenya,Kirinyaga,Mwea,Nyangati
,Kenya,Kirinyaga,Mwea,Tebere
,Kenya,Kirinyaga,Mwea,Thiba
,Kenya,Kirinyaga,Mwea,Wamumu
,Kenya,Kirinyaga,Ndia,Kariti
,Kenya,Kirinyaga,Ndia,Kiine
,Kenya,Kirinyaga,Ndia,Mukure
,Kenya,Kisii,Bobasi,Basi Bogetaorio
,Kenya,Kisii,Bobasi,Basi Central
,Kenya,Kisii,Bobasi,Bobasi Boitangare
,Kenya,Kisii,Bobasi,Bobasi Chache
,Kenya,Kisii,Bobasi,Masige East
,Kenya,Kisii,Bobasi,Masige West
,Kenya,Kisii,Bobasi,Nyacheki
,Kenya,Kisii,Bobasi,Sameta/Mokwerero
,Kenya,Kisii,Bomachoge Borabu,Bokimonge
,Kenya,Kisii,Bomachoge Borabu,Bombaba Borabu
,Kenya,Kisii,Bomachoge Borabu,Boochi Borabu
,Kenya,Kisii,Bomachoge Borabu,Magenche
,Kenya,Kisii,Bomachoge Chache,Boochi/Tendere
,Kenya,Kisii,Bomachoge Chache,Bosoti/Sengera
,Kenya,Kisii,Bomachoge Chache,Majoge Basi
,Kenya,Kisii,Bonchari,Bogiakumu
,Kenya,Kisii,Bonchari,Bomariba
,Kenya,Kisii,Bonchari,Bomorenda
,Kenya,Kisii,Bonchari,Riana
,Kenya,Kisii,Kitutu Chache North,Kegogi
,Kenya,Kisii,Kitutu Chache North,Marani
,Kenya,Kisii,Kitutu Chache North,Monyerero
,Kenya,Kisii,Kitutu Chache North,Sensi
,Kenya,Kisii,Kitutu Chache South,Bogeka
,Kenya,Kisii,Kitutu Chache South,Bogusero
,Kenya,Kisii,Kitutu Chache South,Kitutu   Central
,Kenya,Kisii,Kitutu Chache South,Nyakoe
,Kenya,Kisii,Kitutu Chache South,Nyatieko
,Kenya,Kisii,Nyaribari Chache,Birongo
,Kenya,Kisii,Nyaribari Chache,Bobaracho
,Kenya,Kisii,Nyaribari Chache,Ibeno
,Kenya,Kisii,Nyaribari Chache,Keumbu
,Kenya,Kisii,Nyaribari Chache,Kiogoro
,Kenya,Kisii,Nyaribari Chache,Kisii Central
,Kenya,Kisii,Nyaribari Masaba,Gesusu
,Kenya,Kisii,Nyaribari Masaba,Ichuni
,Kenya,Kisii,Nyaribari Masaba,Kiamokama
,Kenya,Kisii,Nyaribari Masaba,Masimba
,Kenya,Kisii,Nyaribari Masaba,Nyamasibi
,Kenya,Kisii,South Mugirango,Bogetenga
,Kenya,Kisii,South Mugirango,Boikang'A
,Kenya,Kisii,South Mugirango,Borabu / Chitago
,Kenya,Kisii,South Mugirango,Getenga
,Kenya,Kisii,South Mugirango,Moticho
,Kenya,Kisii,South Mugirango,Tabaka
,Kenya,Kisumu,Kisumu Central,Kondele
,Kenya,Kisumu,Kisumu Central,Market Milimani
,Kenya,Kisumu,Kisumu Central,Migosi
,Kenya,Kisumu,Kisumu Central,Nyalenda 'A'
,Kenya,Kisumu,Kisumu Central,Nyalenda B
,Kenya,Kisumu,Kisumu Central,Railways
,Kenya,Kisumu,Kisumu Central,Shaurimoyo Kaloleni
,Kenya,Kisumu,Kisumu East,Kajulu
,Kenya,Kisumu,Kisumu East,Kolwa Central
