path_id,County,Subcounty,Ward,Village
0.10116.12713.17722,Muranga,Kigumo,Kangari,Unassigned
0.10116.12713.17724,Muranga,Kigumo,Kigumo,Unassigned
0.10116.12713.17726,Muranga,Kigumo,Kinyona,Unassigned
0.10116.12713.17728,Muranga,Kigumo,Muthithi,Unassigned
0.10116.12691.18524,Muranga,Kiharu,Gaturi,Unassigned
0.10116.12691.18525,Muranga,Kiharu,Mbiri,Unassigned
0.10116.12691.18526,Muranga,Kiharu,Mugoiri,Unassigned
0.10116.12691.18527,Muranga,Kiharu,Murarandia,Unassigned
0.10116.12691.18517,Muranga,Kiharu,Township,Unassigned
0.10116.12691.18519,Muranga,Kiharu,Wangu,Unassigned
0.10116.12695.17833,Muranga,Maragua,Ichagaki,Unassigned
0.10116.12695.17834,Muranga,Maragua,Kamahuha,Unassigned
0.10116.12695.17835,Muranga,Maragua,Kambiti,Unassigned
0.10116.12695.17821,Muranga,Maragua,Kimorori/wempa,Unassigned
0.10116.12695.17823,Muranga,Maragua,Makuyu,Unassigned
0.10116.12695.17825,Muranga,Maragua,Nginda,Unassigned
0.10116.12687.18599,Muranga,Mathioya,Gitugi,Unassigned
0.10116.12687.58388,Muranga,Mathioya,Kamachari,Kieni
0.10116.12687.58389,Muranga,Mathioya,Kamachari,Kieni
0.10116.12687.58390,Muranga,Mathioya,Kamachari,Manga
0.10116.12687.18600,Muranga,Mathioya,Kamachari,Unassigned
0.10116.12687.58387,Muranga,Mathioya,Kiru,Kagio-ini
0.10116.12687.18589,Muranga,Mathioya,Kiru,Unassigned
0.6926.12060.58845,Nairobi,Dagoreti North,Gatina,Amboseli
0.6926.12060.58838,Nairobi,Dagoreti North,Gatina,Congo
0.6926.12060.17496,Nairobi,Dagoreti North,Gatina,Gatina
0.6926.12060.58841,Nairobi,Dagoreti North,Gatina,Kamitha
0.6926.12060.58831,Nairobi,Dagoreti North,Gatina,Karama
0.6926.12060.58816,Nairobi,Dagoreti North,Kabiro,Kabiro
0.6926.12060.58818,Nairobi,Dagoreti North,Kabiro,Kanunganga
0.6926.12060.58819,Nairobi,Dagoreti North,Kabiro,Makithundia
0.6926.12060.58817,Nairobi,Dagoreti North,Kabiro,Muslim
0.6926.12060.58815,Nairobi,Dagoreti North,Kabiro,Soko Mjinga
0.6926.12060.58756,Nairobi,Dagoreti North,Kawangware,Center
0.6926.12060.59175,Nairobi,Dagoreti North,Kawangware,Dasa
0.6926.12060.17507,Nairobi,Dagoreti North,Kawangware,Deliverance
0.6926.12060.58755,Nairobi,Dagoreti North,Kawangware,Maine 
0.6926.12060.58793,Nairobi,Dagoreti North,Kawangware,Msalaba
0.6926.12060.59179,Nairobi,Dagoreti North,Kawangware,Precious Blood
0.6926.12060.17509,Nairobi,Dagoreti North,Kileleshwa,Kileleshwa
0.6926.12060.58857,Nairobi,Dagoreti North,Kileleshwa,Waruku
0.6926.12060.17504,Nairobi,Dagoreti North,Kilimani,Kilimani
0.6926.12060.58848,Nairobi,Dagoreti North,Kilimani,Maziwa
0.6926.12072.58917,Nairobi,Dagoreti South,Mutuini,Juakali
0.6926.12072.58903,Nairobi,Dagoreti South,Mutuini,Kamwanya
0.6926.12072.58899,Nairobi,Dagoreti South,Mutuini,Kandutu
0.6926.12072.58919,Nairobi,Dagoreti South,Mutuini,Kanguku
0.6926.12072.58921,Nairobi,Dagoreti South,Mutuini,Kigaro
0.6926.12072.58906,Nairobi,Dagoreti South,Mutuini,Kirigu
0.6926.12072.58897,Nairobi,Dagoreti South,Mutuini,Manyatta
0.6926.12072.58920,Nairobi,Dagoreti South,Mutuini,Mwitindia
0.6926.12072.58913,Nairobi,Dagoreti South,Mutuini,Njiku
0.6926.12072.18393,Nairobi,Dagoreti South,Mutuini,Saigon
0.6926.12072.58964,Nairobi,Dagoreti South,Ngando,Catholic
0.6926.12072.58970,Nairobi,Dagoreti South,Ngando,Congo
0.6926.12072.58973,Nairobi,Dagoreti South,Ngando,Corner
0.6926.12072.58975,Nairobi,Dagoreti South,Ngando,Githembe
0.6926.12072.58965,Nairobi,Dagoreti South,Ngando,Keywest
0.6926.12072.58966,Nairobi,Dagoreti South,Ngando,Kimbo
0.6926.12072.18413,Nairobi,Dagoreti South,Ngando,Lenana
0.6926.12072.58963,Nairobi,Dagoreti South,Ngando,Pathway
0.6926.12072.58961,Nairobi,Dagoreti South,Ngando,Race Course
0.6926.12072.58976,Nairobi,Dagoreti South,Ngando,Wanyee Close
0.6926.12072.58880,Nairobi,Dagoreti South,Riruta,Deliverance
0.6926.12072.58881,Nairobi,Dagoreti South,Riruta,Kinyanjui
0.6926.12072.58869,Nairobi,Dagoreti South,Riruta,Kwa Maji
0.6926.12072.58876,Nairobi,Dagoreti South,Riruta,Kwa Nyama
0.6926.12072.58888,Nairobi,Dagoreti South,Riruta,Lepic/kwa Mbao
0.6926.12072.58883,Nairobi,Dagoreti South,Riruta,Marathon
0.6926.12072.58882,Nairobi,Dagoreti South,Riruta,Muhia
0.6926.12072.58877,Nairobi,Dagoreti South,Riruta,Mutindwa
0.6926.12072.18414,Nairobi,Dagoreti South,Riruta,Ndwaru
0.6926.12072.58871,Nairobi,Dagoreti South,Riruta,Ngina Road
0.6926.12072.58879,Nairobi,Dagoreti South,Riruta,Nyakinyua
0.6926.12072.58875,Nairobi,Dagoreti South,Riruta,Satelite
0.6926.12072.58884,Nairobi,Dagoreti South,Riruta,Shiuguini
0.6926.12072.58995,Nairobi,Dagoreti South,Uthiru-ruthimitu,87
0.6926.12072.58979,Nairobi,Dagoreti South,Uthiru-ruthimitu,Centre
0.6926.12072.59006,Nairobi,Dagoreti South,Uthiru-ruthimitu,Cooperation
0.6926.12072.18409,Nairobi,Dagoreti South,Uthiru-ruthimitu,Gacui
0.6926.12072.58999,Nairobi,Dagoreti South,Uthiru-ruthimitu,Gatondeki
0.6926.12072.58992,Nairobi,Dagoreti South,Uthiru-ruthimitu,Gichungo
0.6926.12072.58985,Nairobi,Dagoreti South,Uthiru-ruthimitu,Githarane
0.6926.12072.58988,Nairobi,Dagoreti South,Uthiru-ruthimitu,Kagira
0.6926.12072.58994,Nairobi,Dagoreti South,Uthiru-ruthimitu,Kagondo
0.6926.12072.58997,Nairobi,Dagoreti South,Uthiru-ruthimitu,Kiuru
0.6926.12072.58981,Nairobi,Dagoreti South,Uthiru-ruthimitu,Kware
0.6926.12072.59003,Nairobi,Dagoreti South,Uthiru-ruthimitu,Kyaheo
0.6926.12072.58993,Nairobi,Dagoreti South,Uthiru-ruthimitu,Matini
0.6926.12072.59001,Nairobi,Dagoreti South,Uthiru-ruthimitu,Muthua
0.6926.12072.58983,Nairobi,Dagoreti South,Uthiru-ruthimitu,Nyongara
0.6926.12072.58990,Nairobi,Dagoreti South,Uthiru-ruthimitu,Ruthimitu
0.6926.12072.59008,Nairobi,Dagoreti South,Uthiru-ruthimitu,Shopping Centre
0.6926.12072.18411,Nairobi,Dagoreti South,Waithaka, Ndwaru Road A
0.6926.12072.58948,Nairobi,Dagoreti South,Waithaka,Adonai
0.6926.12072.58952,Nairobi,Dagoreti South,Waithaka,Biriri
0.6926.12072.58933,Nairobi,Dagoreti South,Waithaka,Caroli Lwanga
0.6926.12072.58924,Nairobi,Dagoreti South,Waithaka,Carwash
0.6926.12072.58940,Nairobi,Dagoreti South,Waithaka,Gachegu
0.6926.12072.58928,Nairobi,Dagoreti South,Waithaka,Jerusalem
0.6926.12072.58944,Nairobi,Dagoreti South,Waithaka,Kaberuri
0.6926.12072.58950,Nairobi,Dagoreti South,Waithaka,Kabiria
0.6926.12072.58927,Nairobi,Dagoreti South,Waithaka,Kamwene
0.6926.12072.58941,Nairobi,Dagoreti South,Waithaka,Lenana
0.6926.12072.58938,Nairobi,Dagoreti South,Waithaka,Lepic
0.6926.12072.58926,Nairobi,Dagoreti South,Waithaka,Lower Ngina
0.6926.12072.58930,Nairobi,Dagoreti South,Waithaka,Mariguini
0.6926.12072.58935,Nairobi,Dagoreti South,Waithaka,Mukarara
0.6926.12072.58942,Nairobi,Dagoreti South,Waithaka,Mutego
0.6926.12072.58931,Nairobi,Dagoreti South,Waithaka,Muthama
0.6926.12072.58923,Nairobi,Dagoreti South,Waithaka,Muthonge
0.6926.12072.58922,Nairobi,Dagoreti South,Waithaka,Ndwaru Road B
0.6926.12072.58925,Nairobi,Dagoreti South,Waithaka,Upper Ngina
0.6926.12072.58929,Nairobi,Dagoreti South,Waithaka,Waithaka
0.6926.12089.17594,Nairobi,Embakasi Central,Kayole Central,B1b6
0.6926.12089.59232,Nairobi,Embakasi Central,Kayole Central,B3b4
0.6926.12089.59231,Nairobi,Embakasi Central,Kayole Central,Mugendi
0.6926.12089.17595,Nairobi,Embakasi Central,Kayole North,Bidii
0.6926.12089.59240,Nairobi,Embakasi Central,Kayole North,Corner Markret 
0.6926.12089.59242,Nairobi,Embakasi Central,Kayole North,Kayole Mihango
0.6926.12089.59241,Nairobi,Embakasi Central,Kayole North,Nyaura 
0.6926.12089.59243,Nairobi,Embakasi Central,Kayole North,Riverside 
0.6926.12089.59238,Nairobi,Embakasi Central,Kayole North,Sokoni
0.6926.12089.59237,Nairobi,Embakasi Central,Kayole North,Sowematt
0.6926.12089.59239,Nairobi,Embakasi Central,Kayole North,Tushauriane
0.6926.12089.59228,Nairobi,Embakasi Central,Kayole South,C3c4
0.6926.12089.59229,Nairobi,Embakasi Central,Kayole South,Halisi
0.6926.12089.59224,Nairobi,Embakasi Central,Kayole South,Kioii
0.6926.12089.59227,Nairobi,Embakasi Central,Kayole South,Muthaiga 
0.6926.12089.58716,Nairobi,Embakasi Central,Kayole South,Mwanggaza
0.6926.12089.59230,Nairobi,Embakasi Central,Kayole South,Newlight 
0.6926.12089.59226,Nairobi,Embakasi Central,Kayole South,River Bank 
0.6926.12089.59225,Nairobi,Embakasi Central,Kayole South,Thawabu
0.6926.12089.59208,Nairobi,Embakasi Central,Komarock,Infill A
0.6926.12089.59217,Nairobi,Embakasi Central,Komarock,Infill B
0.6926.12089.59215,Nairobi,Embakasi Central,Komarock,Jada
0.6926.12089.59216,Nairobi,Embakasi Central,Komarock,Kangurue
0.6926.12089.59222,Nairobi,Embakasi Central,Komarock,Kayole Junction 
0.6926.12089.59221,Nairobi,Embakasi Central,Komarock,Komarock East
0.6926.12089.59213,Nairobi,Embakasi Central,Komarock,Komarock Heights
0.6926.12089.17593,Nairobi,Embakasi Central,Komarock,Nasra
0.6926.12089.17591,Nairobi,Embakasi Central,Komarock,Nyama Villa
0.6926.12089.59207,Nairobi,Embakasi Central,Komarock,Phase 2
0.6926.12089.59205,Nairobi,Embakasi Central,Komarock,Phase 3a
0.6926.12089.59209,Nairobi,Embakasi Central,Komarock,Phase 3b
0.6926.12089.59210,Nairobi,Embakasi Central,Komarock,Phase 4
0.6926.12089.59211,Nairobi,Embakasi Central,Komarock,Phase 5
0.6926.12089.59206,Nairobi,Embakasi Central,Komarock,Provide Area
0.6926.12089.59223,Nairobi,Embakasi Central,Komarock,Queensway 
0.6926.12089.59218,Nairobi,Embakasi Central,Komarock,Sector 1
0.6926.12089.59219,Nairobi,Embakasi Central,Komarock,Sector 2
0.6926.12089.59220,Nairobi,Embakasi Central,Komarock,Sector 3a
0.6926.12089.59212,Nairobi,Embakasi Central,Komarock,Sector 3b
0.6926.12089.59214,Nairobi,Embakasi Central,Komarock,Umama 
0.6926.12089.59234,Nairobi,Embakasi Central,Matopeni/spring Valley,Kayole Junction 
0.6926.12089.59233,Nairobi,Embakasi Central,Matopeni/spring Valley,Maana
0.6926.12089.59235,Nairobi,Embakasi Central,Matopeni/spring Valley,Matopeni Abc
0.6926.12089.59236,Nairobi,Embakasi Central,Matopeni/spring Valley,Matopeni River Bank
0.6926.12089.17588,Nairobi,Embakasi Central,Matopeni/spring Valley,Spring Valley
0.6926.12089.54045,Nairobi,Embakasi Central,Ward Unassigned,Unassigned
0.6926.12149.18538,Nairobi,Embakasi East,Embakasi,Jua Kali A
0.6926.12149.58807,Nairobi,Embakasi East,Embakasi,Jua Kali B
0.6926.12149.58809,Nairobi,Embakasi East,Embakasi,Kwa Mandizi
0.6926.12149.58811,Nairobi,Embakasi East,Embakasi,Muradi
0.6926.12149.58808,Nairobi,Embakasi East,Embakasi,River Bank
0.6926.12149.58810,Nairobi,Embakasi East,Embakasi,Tasia Kijiji
0.6926.12149.58812,Nairobi,Embakasi East,Embakasi,Tassia 1
0.6926.12149.58813,Nairobi,Embakasi East,Embakasi,Tassia 2
0.6926.12149.58800,Nairobi,Embakasi East,Lower Savanna,Bahati Soweto
0.6926.12149.58802,Nairobi,Embakasi East,Lower Savanna,Central
0.6926.12149.58796,Nairobi,Embakasi East,Lower Savanna,Gitau
0.6926.12149.58797,Nairobi,Embakasi East,Lower Savanna,Kibagare
0.6926.12149.58799,Nairobi,Embakasi East,Lower Savanna,Muoroto
0.6926.12149.58803,Nairobi,Embakasi East,Lower Savanna,Muthaiga
0.6926.12149.58805,Nairobi,Embakasi East,Lower Savanna,Mzesa
0.6926.12149.18536,Nairobi,Embakasi East,Lower Savanna,Patanisho
0.6926.12149.58806,Nairobi,Embakasi East,Lower Savanna,River Bank Soweto
0.6926.12149.58804,Nairobi,Embakasi East,Lower Savanna,Shauri Yako
0.6926.12149.18537,Nairobi,Embakasi East,Mihango,Unassigned
0.6926.12149.18534,Nairobi,Embakasi East,Upper Savanna,Kamola
0.6926.12149.58795,Nairobi,Embakasi East,Upper Savanna,Kwa Otieno
0.6926.12149.58794,Nairobi,Embakasi East,Upper Savanna,Vumilia
0.6926.12149.18535,Nairobi,Embakasi East,Utawala,Unassigned
0.6926.12149.54026,Nairobi,Embakasi East,Ward Unassigned,Unassigned
0.6926.12136.58754,Nairobi,Embakasi North,Dandora Area I,Carwash
0.6926.12136.58747,Nairobi,Embakasi North,Dandora Area I,Ccm
0.6926.12136.58752,Nairobi,Embakasi North,Dandora Area I,Friends
0.6926.12136.58749,Nairobi,Embakasi North,Dandora Area I,Kanduma
0.6926.12136.58753,Nairobi,Embakasi North,Dandora Area I,Manduma
0.6926.12136.58751,Nairobi,Embakasi North,Dandora Area I,Maximum
0.6926.12136.17745,Nairobi,Embakasi North,Dandora Area I,Orodha
0.6926.12136.58750,Nairobi,Embakasi North,Dandora Area I,Sunbeam
0.6926.12136.58748,Nairobi,Embakasi North,Dandora Area I,Uncle C
0.6926.12136.58758,Nairobi,Embakasi North,Dandora Area Ii,Cinema
0.6926.12136.17746,Nairobi,Embakasi North,Dandora Area Ii,Ebenezer
0.6926.12136.58760,Nairobi,Embakasi North,Dandora Area Ii,Gorofa Saba
0.6926.12136.58761,Nairobi,Embakasi North,Dandora Area Ii,Mariguini
0.6926.12136.58757,Nairobi,Embakasi North,Dandora Area Ii,Mutitu
0.6926.12136.58759,Nairobi,Embakasi North,Dandora Area Ii,Powerline
0.6926.12136.58764,Nairobi,Embakasi North,Dandora Area Iv,Gitarimarigo A
0.6926.12136.58765,Nairobi,Embakasi North,Dandora Area Iv,Gitarimarigo B
0.6926.12136.58766,Nairobi,Embakasi North,Dandora Area Iv,Gitarimarigo C
0.6926.12136.58768,Nairobi,Embakasi North,Dandora Area Iv,Kibarage
0.6926.12136.58767,Nairobi,Embakasi North,Dandora Area Iv,Kinyago
0.6926.12136.17744,Nairobi,Embakasi North,Dandora Area Iv,Phase 4 A
0.6926.12136.58762,Nairobi,Embakasi North,Dandora Area Iv,Phase 4 B
0.6926.12136.58763,Nairobi,Embakasi North,Dandora Area Iv,Phase 4 C
0.6926.12136.58771,Nairobi,Embakasi North,Dandora Area V,Ex Mworoto
0.6926.12136.17743,Nairobi,Embakasi North,Dandora Area V,Kosovo
0.6926.12136.58769,Nairobi,Embakasi North,Dandora Area V,Nyumba Moja
0.6926.12136.58772,Nairobi,Embakasi North,Dandora Area V,Phase 5
0.6926.12136.58770,Nairobi,Embakasi North,Dandora Area V,Sharp Corner
0.6926.12136.58786,Nairobi,Embakasi North,Dandora Iii,41
0.6926.12136.58787,Nairobi,Embakasi North,Dandora Iii,Kosovo
0.6926.12136.58785,Nairobi,Embakasi North,Dandora Iii,Paradise
0.6926.12136.58776,Nairobi,Embakasi North,Kariobangi North,Darfur
0.6926.12136.17741,Nairobi,Embakasi North,Kariobangi North,Downtown
0.6926.12136.58783,Nairobi,Embakasi North,Kariobangi North,Farmers
0.6926.12136.58782,Nairobi,Embakasi North,Kariobangi North,Gitadhuru
0.6926.12136.58778,Nairobi,Embakasi North,Kariobangi North,Githembe
0.6926.12136.58773,Nairobi,Embakasi North,Kariobangi North,Jamii
0.6926.12136.58774,Nairobi,Embakasi North,Kariobangi North,Kipanga
0.6926.12136.58777,Nairobi,Embakasi North,Kariobangi North,Light Industries
0.6926.12136.58781,Nairobi,Embakasi North,Kariobangi North,Majengo
0.6926.12136.58779,Nairobi,Embakasi North,Kariobangi North,Marura
0.6926.12136.58780,Nairobi,Embakasi North,Kariobangi North,Ncc
0.6926.12136.58775,Nairobi,Embakasi North,Kariobangi North,Shoeshine
0.6926.12124.18608,Nairobi,Embakasi South,Imara Daima,Motomoto
0.6926.12124.58789,Nairobi,Embakasi South,Kwa Njenga,Mcc
0.6926.12124.58788,Nairobi,Embakasi South,Kwa Njenga,Milimani
0.6926.12124.58792,Nairobi,Embakasi South,Kwa Njenga,Sisal
0.6926.12124.58791,Nairobi,Embakasi South,Kwa Njenga,Vietnam
0.6926.12124.58790,Nairobi,Embakasi South,Kwa Njenga,Wapewape
0.6926.12124.18606,Nairobi,Embakasi South,Kwa Njenga,Zone 48
0.6926.12124.18607,Nairobi,Embakasi South,Kwa Reuben,Reuben
0.6926.12124.18604,Nairobi,Embakasi South,Kware,Kware
0.6926.12124.18605,Nairobi,Embakasi South,Pipeline,Pipeline
0.6926.12124.54095,Nairobi,Embakasi South,Ward Unassigned,Unassigned
0.6926.12113.59249,Nairobi,Embakasi West,Kariobangi South,56
0.6926.12113.59247,Nairobi,Embakasi West,Kariobangi South,Chief/market
0.6926.12113.59255,Nairobi,Embakasi West,Kariobangi South,City Carton
0.6926.12113.59250,Nairobi,Embakasi West,Kariobangi South,Civil Servants Upper/lower
0.6926.12113.59256,Nairobi,Embakasi West,Kariobangi South,Jua Kali
0.6926.12113.59253,Nairobi,Embakasi West,Kariobangi South,Kariobangi South Flats
0.6926.12113.17843,Nairobi,Embakasi West,Kariobangi South,Kiambia
0.6926.12113.59244,Nairobi,Embakasi West,Kariobangi South,Light Indusrty 
0.6926.12113.59251,Nairobi,Embakasi West,Kariobangi South,Mahatima
0.6926.12113.59254,Nairobi,Embakasi West,Kariobangi South,Mahutini
0.6926.12113.59246,Nairobi,Embakasi West,Kariobangi South,Mutarakwa
0.6926.12113.59245,Nairobi,Embakasi West,Kariobangi South,Ncc
0.6926.12113.59248,Nairobi,Embakasi West,Kariobangi South,Pcea
0.6926.12113.59252,Nairobi,Embakasi West,Kariobangi South,Riverbank
0.6926.12113.59266,Nairobi,Embakasi West,Mowlem,Baraka
0.6926.12113.59268,Nairobi,Embakasi West,Mowlem,Bidii
0.6926.12113.59267,Nairobi,Embakasi West,Mowlem,Border
0.6926.12113.17844,Nairobi,Embakasi West,Mowlem,Bosnia
0.6926.12113.59270,Nairobi,Embakasi West,Mowlem,Budalangi
0.6926.12113.59272,Nairobi,Embakasi West,Mowlem,G7
0.6926.12113.59263,Nairobi,Embakasi West,Mowlem,Kambi
0.6926.12113.59273,Nairobi,Embakasi West,Mowlem,Kcc
0.6926.12113.59269,Nairobi,Embakasi West,Mowlem,Mugetho
0.6926.12113.59261,Nairobi,Embakasi West,Mowlem,Mysa
0.6926.12113.59260,Nairobi,Embakasi West,Mowlem,Penyanya
0.6926.12113.59262,Nairobi,Embakasi West,Mowlem,Pherose
0.6926.12113.59259,Nairobi,Embakasi West,Mowlem,Rural
0.6926.12113.59265,Nairobi,Embakasi West,Mowlem,Sector
0.6926.12113.59264,Nairobi,Embakasi West,Mowlem,Tononoka
0.6926.12113.59271,Nairobi,Embakasi West,Mowlem,Umoja 3
0.6926.12113.17841,Nairobi,Embakasi West,Umoja I,Umoja 1
0.6926.12113.59257,Nairobi,Embakasi West,Umoja I,Umoja Innercore
0.6926.12113.59258,Nairobi,Embakasi West,Umoja Ii,Umoja 2
0.6926.12113.17842,Nairobi,Embakasi West,Umoja Ii,Umoja Pionner
0.6926.12107.18719,Nairobi,Kamukunji,Air Base,Eastleigh Air Base
0.6926.12107.59050,Nairobi,Kamukunji,Air Base,Jam Street
0.6926.12107.59048,Nairobi,Kamukunji,Air Base,Kasilili
0.6926.12107.59051,Nairobi,Kamukunji,Air Base,Red Bird
0.6926.12107.59049,Nairobi,Kamukunji,Air Base,Sebatayet
0.6926.12107.18717,Nairobi,Kamukunji,California,Kanuku
0.6926.12107.59053,Nairobi,Kamukunji,California,Kinyago
0.6926.12107.59052,Nairobi,Kamukunji,Eastleigh North,Eastleigh North
0.6926.12107.18718,Nairobi,Kamukunji,Eastleigh North,Tuwajibike
0.6926.12107.54166,Nairobi,Kamukunji,Eastleigh Section 1,Unassigned
0.6926.12107.59055,Nairobi,Kamukunji,Eastleigh South,Kosovo
0.6926.12107.59057,Nairobi,Kamukunji,Eastleigh South,Mabatini 1
0.6926.12107.59058,Nairobi,Kamukunji,Eastleigh South,Mabatini 2
0.6926.12107.59046,Nairobi,Kamukunji,Eastleigh South,Madiwa
0.6926.12107.59054,Nairobi,Kamukunji,Eastleigh South,Mlolongo
0.6926.12107.59043,Nairobi,Kamukunji,Eastleigh South,Motherland
0.6926.12107.18715,Nairobi,Kamukunji,Eastleigh South,Mugunda
0.6926.12107.59056,Nairobi,Kamukunji,Eastleigh South,Sagana
0.6926.12107.59045,Nairobi,Kamukunji,Eastleigh South,Section 3
0.6926.12107.59044,Nairobi,Kamukunji,Eastleigh South,Sewage
0.6926.12107.59047,Nairobi,Kamukunji,Eastleigh South,Vihiga
0.6926.12107.59028,Nairobi,Kamukunji,Pumwani,Bash
0.6926.12107.59025,Nairobi,Kamukunji,Pumwani,Digo
0.6926.12107.59024,Nairobi,Kamukunji,Pumwani,Highrise
0.6926.12107.59027,Nairobi,Kamukunji,Pumwani,Katanga
0.6926.12107.18716,Nairobi,Kamukunji,Pumwani,Kitui
0.6926.12107.59026,Nairobi,Kamukunji,Pumwani,Mashimoni
0.6926.12107.59023,Nairobi,Kamukunji,Pumwani,Sophia
0.6926.12107.59030,Nairobi,Kamukunji,Shauri Moyo,Blue Estate
0.6926.12107.59042,Nairobi,Kamukunji,Shauri Moyo,Dallas
0.6926.12107.59037,Nairobi,Kamukunji,Shauri Moyo,Hilton
0.6926.12107.59038,Nairobi,Kamukunji,Shauri Moyo,Kajificheni
0.6926.12107.59040,Nairobi,Kamukunji,Shauri Moyo,Kbs
0.6926.12107.59031,Nairobi,Kamukunji,Shauri Moyo,Mombasa Ndogo
0.6926.12107.59041,Nairobi,Kamukunji,Shauri Moyo,Mow
0.6926.12107.59035,Nairobi,Kamukunji,Shauri Moyo,Pamela
0.6926.12107.59036,Nairobi,Kamukunji,Shauri Moyo,Rangers
0.6926.12107.59032,Nairobi,Kamukunji,Shauri Moyo,Salome
0.6926.12107.59033,Nairobi,Kamukunji,Shauri Moyo,Saudia
0.6926.12107.59039,Nairobi,Kamukunji,Shauri Moyo,Tongore
0.6926.12107.59034,Nairobi,Kamukunji,Shauri Moyo,Upperhill
0.6926.12101.58971,Nairobi,Kasarani,Clay City,Clay Works
0.6926.12101.17976,Nairobi,Kasarani,Clay City,Keroka
0.6926.12101.58968,Nairobi,Kasarani,Clay City,Kwangora
0.6926.12101.58967,Nairobi,Kasarani,Clay City,Maji
0.6926.12101.58972,Nairobi,Kasarani,Clay City,Maternity
0.6926.12101.58969,Nairobi,Kasarani,Clay City,Mwirigo
0.6926.12101.58974,Nairobi,Kasarani,Clay City,Season
0.6926.12101.58956,Nairobi,Kasarani,Kasarani, Sports View
0.6926.12101.58962,Nairobi,Kasarani,Kasarani,Baraka- Kajiji
0.6926.12101.17977,Nairobi,Kasarani,Kasarani,Cieko
0.6926.12101.58953,Nairobi,Kasarani,Kasarani,Gituamba
0.6926.12101.58957,Nairobi,Kasarani,Kasarani,Icipe
0.6926.12101.58958,Nairobi,Kasarani,Kasarani,Icipe
0.6926.12101.58959,Nairobi,Kasarani,Kasarani,Icipe
0.6926.12101.58955,Nairobi,Kasarani,Kasarani,Murandi
0.6926.12101.58960,Nairobi,Kasarani,Kasarani,Ngumba
0.6926.12101.58954,Nairobi,Kasarani,Kasarani,Sunton
0.6926.12101.58977,Nairobi,Kasarani,Mwiki,Budalangi
0.6926.12101.58982,Nairobi,Kasarani,Mwiki,Karura
0.6926.12101.58987,Nairobi,Kasarani,Mwiki,Manguo
0.6926.12101.58986,Nairobi,Kasarani,Mwiki,Mariro Park
0.6926.12101.58989,Nairobi,Kasarani,Mwiki,Masquater
0.6926.12101.58978,Nairobi,Kasarani,Mwiki,Mutirithia
0.6926.12101.58984,Nairobi,Kasarani,Mwiki,Mwiki
0.6926.12101.58980,Nairobi,Kasarani,Mwiki,Obama Street
0.6926.12101.17974,Nairobi,Kasarani,Mwiki,Red Soil
0.6926.12101.58991,Nairobi,Kasarani,Mwiki,Viaphieko
0.6926.12101.58943,Nairobi,Kasarani,Njiru,Biafra
0.6926.12101.58945,Nairobi,Kasarani,Njiru,Bondeni
0.6926.12101.58946,Nairobi,Kasarani,Njiru,Bosnia
0.6926.12101.58947,Nairobi,Kasarani,Njiru,Bosnia
0.6926.12101.17975,Nairobi,Kasarani,Njiru,Budalangi
0.6926.12101.58936,Nairobi,Kasarani,Njiru,Junction
0.6926.12101.58939,Nairobi,Kasarani,Njiru,Kpcu
0.6926.12101.58951,Nairobi,Kasarani,Njiru,Migingo
0.6926.12101.58934,Nairobi,Kasarani,Njiru,Mwengenye A And B
0.6926.12101.58932,Nairobi,Kasarani,Njiru,Njiru
0.6926.12101.58937,Nairobi,Kasarani,Njiru,Ogopa
0.6926.12101.58949,Nairobi,Kasarani,Njiru,Shiranga
0.6926.12101.59007,Nairobi,Kasarani,Ruai,Bondeni
0.6926.12101.59009,Nairobi,Kasarani,Ruai,Capital Hill
0.6926.12101.59016,Nairobi,Kasarani,Ruai,Chokaa
0.6926.12101.59019,Nairobi,Kasarani,Ruai,Gatia
0.6926.12101.59022,Nairobi,Kasarani,Ruai,Gituamba  West
0.6926.12101.59021,Nairobi,Kasarani,Ruai,Gituamba East
0.6926.12101.59020,Nairobi,Kasarani,Ruai,Idp Quarters
0.6926.12101.59010,Nairobi,Kasarani,Ruai,Kamunyoge
0.6926.12101.59000,Nairobi,Kasarani,Ruai,Kipawa
0.6926.12101.59012,Nairobi,Kasarani,Ruai,Lower Makongeni
0.6926.12101.59005,Nairobi,Kasarani,Ruai,Makongo
0.6926.12101.59013,Nairobi,Kasarani,Ruai,Manyatta
0.6926.12101.59017,Nairobi,Kasarani,Ruai,Ndege View
0.6926.12101.17972,Nairobi,Kasarani,Ruai,Ngundu Central
0.6926.12101.59004,Nairobi,Kasarani,Ruai,Reflector
0.6926.12101.59002,Nairobi,Kasarani,Ruai,Riverside
0.6926.12101.59014,Nairobi,Kasarani,Ruai,Ruai Central
0.6926.12101.59015,Nairobi,Kasarani,Ruai,Shujaa
0.6926.12101.58998,Nairobi,Kasarani,Ruai,Stage 26
0.6926.12101.58996,Nairobi,Kasarani,Ruai,Twinbirds
0.6926.12101.59011,Nairobi,Kasarani,Ruai,Upper Makongeni
0.6926.12101.59018,Nairobi,Kasarani,Ruai,Valley View
0.6926.12101.53910,Nairobi,Kasarani,Ward Unassigned,Unassigned
0.6926.12095.58728,Nairobi,Kibra,Laini Saba,Laini Saba
0.6926.12095.58729,Nairobi,Kibra,Laini Saba,Mashimoni
